x1,x2,y
1.5250559614968586,1.1589448042785748,0
2.53659130282016,0.0,0
8.410433199783789,5.535601581866105,0
6.940483431503805,8.665705800491287,0
5.500091586543936,14.938768601002858,0
8.895336836657073,6.981318048779208,0
11.140963569625173,16.3236979889421,0
11.205800174780993,17.466399377668612,0
19.08817361249691,21.368056057565514,0
15.659650166093982,19.69161856924336,0
21.149186782072338,20.407537844659082,0
21.64598720907135,21.629647252945738,0
24.194754829314235,22.02009659147838,0
26.499493672852683,22.356767330505928,0
27.85187062545165,29.729396832023255,0
28.91791679193245,34.44816340711547,0
27.793897590805567,36.3742035174206,0
36.90574324764966,35.01017043819536,0
39.2414763503295,38.566246601496594,0
33.95980725029533,36.692452405310995,0
42.05638381935637,39.1368488232612,0
40.14076446926742,41.893555489034995,0
42.491599105613545,47.16860945119552,0
46.826758422477056,47.10173211962036,0
48.060481432128995,50.098503406723495,0
52.81363994328804,61.17888577805904,0
54.433242407404315,52.79007643175881,0
59.74566465752547,55.63317781926515,0
54.981647250690024,49.06497559049742,0
58.96674379759524,55.76077709077938,0
59.68867295507838,58.75159532665108,0
61.37142519738577,66.54409924913809,0
66.95237645018437,60.68828258092205,0
75.10888711429664,67.91036970213057,0
67.55849612299464,68.02131056762208,0
78.66743823866246,70.61034687994749,0
74.11763298383435,69.60039856828872,0
74.2747308401768,78.95250484832002,0
79.06349678225618,74.57919248445135,0
79.89175545718003,83.8304135400885,0
78.22358884493127,86.6391335068169,0
80.65737612331807,82.62095034731949,0
85.40778963269466,85.60290355745968,0
86.04348526657978,90.1260583393679,0
94.13725402527368,87.89419212477691,0
89.2647567501505,97.71187318305729,0
94.7629507882268,94.12113046643437,0
90.88358996466269,91.11877467253747,0
98.16649820624374,97.25040317107113,0
100.0,99.62772018989267,0
0.15194848362783575,100.0,0
3.309880599651982,96.61532481516063,0
4.451431843606189,94.93897738927232,0
4.559176505461151,89.7299756350975,0
13.924821511210247,90.98562878916,0
9.342221515395682,88.20870652631167,0
10.601216823344561,86.21328835068259,0
14.908696750426744,86.11203826219976,0
20.069764461137442,82.73636573021656,0
16.48376732829613,82.34820723861512,0
21.588206070568635,79.74414152020141,0
23.144634359888954,81.15749215564604,0
24.55186145294218,79.06024752355037,0
28.52031194428367,71.3476990950022,0
30.98111798920629,70.81118539811462,0
32.611986053454274,65.67491501781883,0
34.93288122552948,68.47650900131802,0
36.923820624539346,66.59093070591696,0
36.427798259873306,67.79248010909474,0
38.44358900786882,65.0486031410277,0
41.9447464870531,58.793539222511725,0
42.82916585372966,54.851205017597664,0
44.126328496707025,48.05107162608042,0
39.918948882313515,51.47373143605037,0
43.738608139436124,53.25055179096134,0
53.834954241867095,46.66420505936639,0
59.90608154349085,49.176591018344325,0
58.2420377349855,51.23529526791431,0
57.53775697774793,48.67164607918021,0
60.53024674230247,41.09239717178188,0
61.808477015391254,41.00537224636115,0
64.05133106250929,37.4234285428938,0
63.485526504520735,32.21826693494053,0
68.10254446811072,34.43404447973936,0
69.21128844464918,33.53127817081198,0
70.42209548985794,25.93630728299484,0
76.4572840608543,26.856773134242097,0
80.66343054418883,21.93185232044336,0
77.90676079473806,20.196083452491745,0
80.7188462435692,21.589212692340855,0
76.01832440002818,21.275854504627695,0
77.6049230828203,13.709673976393903,0
82.58984775243835,14.967487240641827,0
88.20093444501461,3.9777387572777236,0
89.53653147653242,10.223011125398786,0
92.75985813344329,8.15927596760765,0
89.28380647269293,0.26625817312670996,0
94.6794397239117,0.42596175926284285,0
100.0,4.518368188744332,0
97.7774084457483,2.170945167279186,0
55.2803133399954,53.76784809928013,1
49.772287812210955,48.75719702928571,1
51.73814217558238,49.25897286093389,1
45.77930361716803,48.83199641855424,1
40.30922244888815,50.793373651514,1
52.97332291594044,51.85974844339746,1
36.32440271560018,52.49580641228688,1
41.07906952849309,61.60241957465557,1
41.95530357800056,49.143571452507146,1
51.36717057238649,50.765180118828674,1
46.7533157024412,51.488701883440555,1
49.14382332151842,45.77584033046601,1
50.64952424344096,65.2520666579562,1
46.54584488016695,51.94950590705847,1
59.116971847312435,47.31122305083575,1
50.12802355489575,55.01842325659998,1
51.04338311745024,55.12008466677793,1
49.88857785601841,49.77588919106124,1
47.05419892617053,36.65316577440521,1
45.28697177221039,49.275454780716956,1
50.973943156315904,52.77709395008405,1
44.4357658966405,53.883354619233174,1
48.19195119825286,49.72036952173222,1
54.54046525775969,56.7206059635985,1
44.10387519508608,53.790995821219056,1
57.53661019108102,53.50149417665853,1
53.92676430289332,49.46185469505752,1
46.472478463204126,54.25438705068095,1
47.223655377906276,45.07519163185321,1
47.51473260373825,47.852267822732976,1
49.728179766783555,45.567825671981076,1
51.39344554243341,47.74443610708379,1
58.90249768330878,47.0626685244026,1
49.87967119467695,58.39803155643271,1
47.69175574745041,45.91356319075392,1
49.19244646168366,56.32478233324652,1
60.57940980367384,47.829478501152586,1
53.2715855718344,53.781485402853576,1
49.45538038621366,49.56967796819455,1
43.952690014497016,51.1227379393818,1
53.870866518180435,63.43075128904786,1
50.604394879483415,59.62605506932791,1
43.634272012348745,43.349760706183424,1
51.779964808710126,53.44076903587606,1
54.11921232936036,55.27533630065607,1
41.5442116774076,48.776542894739976,1
53.46954906547408,44.23850089174636,1
48.72628705043401,51.59266203112913,1
52.32005710081918,52.67044994044124,1
51.49987833643193,54.775223468596046,1
47.35092638382455,44.5387328354618,1
43.88585360611121,57.55811952854053,1
48.49962833235577,55.637363954963035,1
37.652788767787314,54.89631365471749,1
45.90973242807432,49.62856580765037,1
43.6357921885688,44.5136084203473,1
42.34043051244254,51.080209429999016,1
47.24930177802559,57.271120711111635,1
51.789761338787116,56.40788472504143,1
46.829876523262755,45.50453443428218,1
47.76800435801181,51.937976314442835,1
54.914183589227285,57.47235981535082,1
40.46031267755288,51.0983875005625,1
42.2802181769879,49.56640270905264,1
54.23996820206292,52.247591378136356,1
45.74882957066835,54.13416211863738,1
45.11984624898353,44.666569480522696,1
43.457710171944704,48.927725025257125,1
57.00229403064877,59.9135262488079,1
35.22518920936549,45.68773477402495,1
41.559065521103136,52.02252682187268,1
51.74632556228525,47.95111963648862,1
51.51394904493266,56.50831385020166,1
45.705287729521885,51.640406272944105,1
47.93409936014567,56.893044871376844,1
55.71390212789002,48.935236077084355,1
42.461648569109144,51.70823118488562,1
49.238392615815144,55.12596417641192,1
49.692493402341896,53.90327499534325,1
56.14531213999486,42.71258306104905,1
51.413032955469845,48.781058435636645,1
53.99516646193055,48.229217494470845,1
42.5644985686189,41.05341476423351,1
54.50036428031845,41.81493433932961,1
51.18630387396688,52.08768185604469,1
52.56008052872552,53.87543393636527,1
45.491163411438166,50.509755498100866,1
52.0228464691468,52.40513041518615,1
46.95919513526557,49.10248832573984,1
51.818415644504164,56.753617820129264,1
52.80644602411406,48.49277192479592,1
51.778035830350916,50.86829489575077,1
50.416450652038044,38.814082406911204,1
43.84101243814264,37.66666687386432,1
46.16351219103412,50.059148203663774,1
46.199154462800394,49.2385523636111,1
43.80977654809047,50.37690981778929,1
53.96672616355645,52.45233691575197,1
41.12518915993675,49.55434664751623,1
49.462731764476494,48.2552787147956,1
